"Training: Training Name","Training Duration","Training Cost","Financial Aid","Location (Latitude)","Location (Longitude)","TL City","TL State","TL Street","TL Zipcode","Minimum Age","Requires HS GED","Maximum Age","Job Placement Rate","Eligibility Additional Notes","Date Activated","Enrollment Steps","Training Location","Industry"
"Google IT Support Professional","3-6 months","$501-$1000","Yes","29.743360600000000","-95.409049599999990","Houston","TX","2520 Brun St.","77019","18","Yes","99","","Readiness test: Pass all NorthStar Exams with an 80% or higher","10/12/2021, 7:00 PM","1. Complete interest form 2. Complete Orientation 3. Run Background Check and NorthStar Exams for Eligibility 4. Begin Course","2520 Brun St., Houston, TX 77019","Information Technology"
"Respiratory Therapist (HCC)","2 years","$5001+","Yes","29.703956600000000","-95.405163100000000","Houston","TX","1900 Pressler St","77030","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age. Must complete TSI.","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","1900 Pressler St, Houston, TX 77030","Education and Health Services"
"Histologic Technician (HCC)","2 years","$5001+","Yes","29.703956600000000","-95.405163100000000","Houston","TX","1900 Pressler St","77030","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age. Must complete TSI.","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","1900 Pressler St, Houston, TX 77030","Education and Health Services"
"Nuclear Medicine Technician (HCC)","2 years","$5001+","Yes","29.703956600000000","-95.405163100000000","Houston","TX","1900 Pressler St","77030","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age. Must complete TSI.","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","1900 Pressler St, Houston, TX 77030","Education and Health Services"
"Registered Nursing (HCC)","2 years","$5001+","Yes","29.703956600000000","-95.405163100000000","Houston","TX","1900 Pressler St","77030","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age. Must complete TSI.","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","1900 Pressler St, Houston, TX 77030","Education and Health Services"
"Dental Hygienist (HCC)","2 years","$5001+","Yes","29.703956600000000","-95.405163100000000","Houston","TX","1900 Pressler St","77030","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age. Must complete TSI.","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","1900 Pressler St, Houston, TX 77030","Education and Health Services"
"Physical Therapy Assistant (HCC)","2 years","$5001+","Yes","29.703956600000000","-95.405163100000000","Houston","TX","1900 Pressler St","77030","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age. Must complete TSI.","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","1900 Pressler St, Houston, TX 77030","Education and Health Services"
"Radiology Technician (HCC)","2 years","$5001+","Yes","29.703956600000000","-95.405163100000000","Houston","TX","1900 Pressler St","77030","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age. Must complete TSI.","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","1900 Pressler St, Houston, TX 77030",""
"Surgical Technologist (HCC)","2 years","$5001+","Yes","29.703956600000000","-95.405163100000000","Houston","TX","1900 Pressler St","77030","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age. Must complete TSI.","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","1900 Pressler St, Houston, TX 77030","Education and Health Services"
"Endoscopy Technician (HCC)","2 years","$1001-$5000","Yes","29.703956600000000","-95.405163100000000","Houston","TX","1900 Pressler St","77030","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age. Must complete TSI.","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility Check 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","1900 Pressler St, Houston, TX 77030",""
"Occupational Therapy Assistant (HCC)","2 years","$5001+","Yes","29.703956600000000","-95.405163100000000","Houston","TX","1900 Pressler St","77030","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age. Must complete TSI.","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","1900 Pressler St, Houston, TX 77030","Education and Health Services"
"Unnamed Training","","","","29.037528000000000","-95.399495199999990","Richwood","TX","2120 N Brazosport Blvd","77531","","","","","","","","2120 N Brazosport Blvd, Richwood, TX 77531","Manufacturing"
"CNC Machining","6-18 months","$1001-$5000","Yes","30.006487800000000","-95.379911700000000","Houston, TX 77073","TX","2700 W.W. Thorne Drive","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","2700 W.W. Thorne Drive, Houston, TX 77073, TX ","Manufacturing"
"Construction Trades Grant - Electrical Technology, Occupational Skills Cert","4-12 weeks","$0, free","Yes","30.006487800000000","-95.379911700000000","Houston","TX","2700 W W Thorne Dr","77073","16","No","24","","Cannot be enrolled in school or employed when accepted in the program; Meet U.S. Selective Service registration (if male); English proficiency; Access to technology needed to complete homework assignments outside of class.","6/16/2022, 5:53 PM","1. Email the Grant Workforce Advisor (Alexandra Anderson). 2. Ask for the application form. 3. Fill the application form and submit it to the Advisor. 4. Schedule an appointment for a personal interview. 5. If approved, submit the required documents to credit Advisor.","2700 W W Thorne Dr, Houston, TX 77073","Construction"
"Telemetry","4-12 weeks","$0, free","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Local community college","","18","Yes","24","","Candidate must reside within Greater Harris County","1/12/2022, 6:00 PM","1. Apply 2. Complete 30min Interview 3. Attend Orientation online","Local community college, Houston, TX ","Education and Health Services"
"Concrete/Carpentry Construction","1-3 weeks","$0, free","No","29.760426700000000","-95.369802800000000","Houston","TX","Locations Vary","","18","Yes","24","","Ability to pass a standard physical test and be able to carry 25 pounds; must have reliable transportation to anywhere in the Houston area","2/17/2022, 6:00 PM","1) Apply online 2) Complete an interview 3) Start training","Locations Vary, Houston, TX ","Construction"
"Drywall and Metal Framing Construction","1-3 weeks","$0, free","No","29.760426700000000","-95.369802800000000","Houston","TX","Locations Vary","","18","Yes","24","","Ability to pass a standard physical test and be able to carry 25 pounds; must have reliable transportation to anywhere in the Houston area","2/17/2022, 6:00 PM","1) Apply online 2) Complete an interview 3) Start training","Locations Vary, Houston, TX ","Construction"
"Warehouse/Logistics","1-3 weeks","$0, free","No","29.760426700000000","-95.369802800000000","Houston","TX","Locations Vary","","18","Yes","24","","Ability to pass a standard physical test and be able to carry 25 pounds; must have reliable transportation to anywhere in the Houston area","2/17/2022, 6:00 PM","1) Apply online 2) Complete an interview 3) Start training","Locations Vary, Houston, TX ","Trade, Transportation & Utilities"
"Industrial Construction","1-3 weeks","$0, free","No","29.760426700000000","-95.369802800000000","Houston","TX","Locations Vary","","18","Yes","24","","Ability to pass a standard physical test and be able to carry 25 pounds; must have reliable transportation to anywhere in the Houston area","2/17/2022, 6:00 PM","1) Apply online 2) Complete an interview 3) Start training","Locations Vary, Houston, TX ","Construction"
"Customer Service","1-3 weeks","$0, free","No","29.760426700000000","-95.369802800000000","Houston","TX","Locations Vary","","18","Yes","24","","Must have reliable transportation to anywhere in the Houston area and be able to carry 20 pounds. Bilingual is a plus!","2/17/2022, 6:00 PM","1) Apply online 2) Complete an interview 3) Start training","Locations Vary, Houston, TX ","Professional and Business Services"
"Clinical Medical Assistant","4-12 weeks","$501-$1000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, Houston, TX ","Education and Health Services"
"Emergency Medical Technician","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, Houston, TX ","Education and Health Services"
"Certified Logistics Technician","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, Houston, TX ","Trade, Transportation & Utilities"
"Certified Nurse Aide","4-12 weeks","$0, free","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Local community college","","18","Yes","24","","Candidate must reside within Greater Harris County","10/12/2021, 7:00 PM","1. Apply 2. Complete 30min Interview 3. Attend Orientation online","Local community college, Houston, TX ","Education and Health Services"
"EKG Tech","4-12 weeks","$0, free","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Local community college","","18","Yes","24","","Candidate must reside within Greater Harris County","10/12/2021, 7:00 PM","1. Apply 2. Complete 30min Interview 3. Attend Orientation online","Local community college, Houston, TX ","Education and Health Services"
"Medical Business Office Professional","4-12 weeks","$0, free","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Local community college","","18","Yes","24","","Candidate must reside within Greater Harris County","10/12/2021, 7:00 PM","1. Apply 2. Complete 30min Interview 3. Attend Orientation online","Local community college, Houston, TX ","Education and Health Services"
"Phlebotomy","4-12 weeks","$0, free","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Local community college","","18","Yes","24","","Candidate must reside within Greater Harris County","10/12/2021, 7:00 PM","1. Apply 2. Complete 30min Interview 3. Attend Orientation online","Local community college, Houston, TX ","Education and Health Services"
"HVAC Technician","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Construction"
"Carpentry","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Construction"
"Plumbing","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Construction"
"Electrician","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Construction"
"Certified Nurse Aid","4-12 weeks","$501-$1000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Education and Health Services"
"EKG Technician","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Education and Health Services"
"Child Development Associate","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Education and Health Services"
"Medical Business Office Professional","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Education and Health Services"
"Occupational Safety And Health Administration","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Education and Health Services"
"Patient Care Technician","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Education and Health Services"
"Phlebotomy","4-12 weeks","$501-$1000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Education and Health Services"
"Forklift Technician","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Manufacturing"
"Pipefitting","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Construction"
"Network Technician","4-12 weeks","$1001-$5000","Yes","29.760426700000000","-95.369802800000000","Houston","TX","Training locations vary","","17","Yes","99","","","10/12/2021, 7:00 PM","1. Complete Admissions Application 2. Complete Enrollment Checklist 3. Enroll for classes","Training locations vary, Houston, TX ","Information Technology"
"Electrician (HCC)","3-6 months","$1001-$5000","Yes","29.786908600000000","-95.367590200000000","Houston","TX","3100 N Main St.","77002","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","3100 N Main St., Houston, TX 77002","Construction"
"Cyber Security (HCC)","3-6 months","$1001-$5000","Yes","29.786908600000000","-95.367590200000000","Houston","TX","3100 N Main St.","77002","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","3100 N Main St., Houston, TX 77002",""
"HVAC Technician (HCC)","3-6 months","$1001-$5000","Yes","29.786908600000000","-95.367590200000000","Houston","TX","3100 N Main St.","77002","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","3100 N Main St., Houston, TX 77002","Construction"
"Manufacturing Technician (HCC)","3-6 months","$1001-$5000","Yes","29.786908600000000","-95.367590200000000","Houston","TX","3100 N Main St.","77002","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","3100 N Main St., Houston, TX 77002","Manufacturing"
"Industrial Automation Technology (HCC)","6-18 months","$1001-$5000","Yes","29.786908600000000","-95.367590200000000","Houston","TX","3100 N Main St.","77002","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","3100 N Main St., Houston, TX 77002",""
"IT Networking Technology (HCC)","3-6 months","$1001-$5000","Yes","29.786908600000000","-95.367590200000000","Houston","TX","3100 N Main St.","77002","18","Yes","","","High School Diploma/GED, Residency must be within Houston City Limits and/or in the unincorporated Harris County, Must be US Citizen/Permanent Resident, Must be at least 18 years of age","3/31/2022, 7:00 PM","1. Information Session 2. Eligibility 3. GPS 4. OnRamps or Allied Health Program 5. Enrollment VIP","3100 N Main St., Houston, TX 77002","Information Technology"
"The Environmental Career Worker Training Program (ECWTP)","","","","29.721675100000000","-95.359853700000000","Houston","TX","3100 Cleburne St","77004","","","","","","","","3100 Cleburne St, Houston, TX 77004","Professional and Business Services"
"Patient Care Technician","","","","29.780929600000000","-95.353477200000000","Houston","TX","1410 Lee St","77009","","","","","","","","1410 Lee St, Houston, TX 77009","Education and Health Services"
"Child Development Associate","","","","29.780929600000000","-95.353477200000000","Houston","TX","1410 Lee St","77009","","","","","","","","1410 Lee St, Houston, TX 77009","Education and Health Services"
"Certified Nursing Assistant","","","","29.780929600000000","-95.353477200000000","Houston","TX","1410 Lee St","77009","","","","","","","","1410 Lee St, Houston, TX 77009","Education and Health Services"
"Urban Tech Jobs 2.0","","","","29.696145599999990","-95.333902700000000","Houston","TX","5320 Griggs Rd","77021","","","","","","","","5320 Griggs Rd, Houston, TX 77021","Information Technology"
"AutoCAD","4-12 weeks","$1001-$5000","Yes","29.911242300000000","-95.331461300000000","East Aldine","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, East Aldine, TX ","Construction"
"Welding","4-12 weeks","$1001-$5000","Yes","29.911242300000000","-95.331461300000000","East Aldine","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, East Aldine, TX ","Construction"
"Dental Assistant","4-12 weeks","$1001-$5000","Yes","29.911242300000000","-95.331461300000000","East Aldine","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, East Aldine, TX ","Education and Health Services"
"Phlebotomy","4-12 weeks","$1001-$5000","Yes","29.911242300000000","-95.331461300000000","East Aldine","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, East Aldine, TX ","Education and Health Services"
"Amazon Web Services","3-6 months","$1001-$5000","Yes","29.911242300000000","-95.331461300000000","East Aldine","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, East Aldine, TX ","Information Technology"
"Design and Digital Literacy Training","4-12 weeks","$0, free","Yes","29.716015300000000","-95.311833100000000","Houston","TX","6001 Gulf Freeway","77023","16","No","24","","Eligible students cannot be working full time, enrolled in college, or have a college degree; students must be available for in person classes","1/10/2022, 6:00 PM","1. Click ""Apply Now"" 2. Complete Application 3. Complete 30min Interview 4. Return Enrollment Form","6001 Gulf Freeway, Houston, TX 77023","Professional and Business Services"
"Electrical Technican","","","","29.734505200000000","-95.301020999999990","Houston","TX","7037 Capitol St, Ste A","77011","","","","","","","","7037 Capitol St, Ste A, Houston, TX 77011","Construction"
"HVAC Technician","","","","29.734505200000000","-95.301020999999990","Houston","TX","7037 Capitol St, Ste A","77011","","","","","","","","7037 Capitol St, Ste A, Houston, TX 77011","Construction"
"Unnamed Training","","","","29.667121899999990","-95.287587800000000","Houston","TX","108 Covern St","77061","","","","","","","","108 Covern St, Houston, TX 77061","Construction"
"Hazardous Waste Operations & Emergency Response (Northeast)","1-3 weeks","$1-$500","Yes","29.780324700000000","-95.257058300000010","Houston","TX","555 Community College Dr","77013","18","No","","","","4/7/2022, 7:00 PM","1. Click Apply Now 2. Click Apply to HCC button on Webpage 3. Search and enroll in the course 4. Pay online","555 Community College Dr, Houston, TX 77013","Professional and Business Services"
"Powerline Technician","4-12 weeks","$1001-$5000","Yes","29.780324700000000","-95.257058300000010","Houston","TX","555 Community College Dr","77013","18","Yes","","","","4/7/2022, 7:00 PM","1. Click Apply Now 2. Click Apply to HCC button on Webpage 3. Search and enroll in the course 4. Pay online","555 Community College Dr, Houston, TX 77013","Construction"
"NCCER Core: Introductory Craft Skills","4-12 weeks","$501-$1000","Yes","29.780324700000000","-95.257058300000010","Houston","TX","555 Community College Dr","77013","18","Yes","","","","4/7/2022, 7:00 PM","1. Click Apply Now 2. Click Apply to HCC button on Webpage 3. Search and enroll in the course 4. Pay online","555 Community College Dr, Houston, TX 77013","Construction"
"NCCER Scaffolding","4-12 weeks","$501-$1000","Yes","29.780324700000000","-95.257058300000010","Houston","TX","555 Community College Dr","77013","18","Yes","","","","4/7/2022, 7:00 PM","1. Click Apply Now 2. Click Apply to HCC button on Webpage 3. Search and enroll in the course 4. Pay online","555 Community College Dr, Houston, TX 77013","Construction"
"Basic Water Works Operations (Northeast)","1-3 weeks","$1-$500","Yes","29.780324700000000","-95.257058300000010","Houston","TX","555 Community College Dr","77013","18","Yes","","","","4/7/2022, 7:00 PM","1. Click Apply Now 2. Click Apply to HCC button on Webpage 3. Search and enroll in the course 4. Pay online","555 Community College Dr, Houston, TX 77013",""
"OSHA Training (Northeast)","1-3 weeks","$1-$500","Yes","29.780324700000000","-95.257058300000010","Houston","TX","555 Community College Dr","77013","18","No","","","","4/7/2022, 7:00 PM","1. Click Apply Now 2. Click Apply to HCC button on Webpage 3. Search and enroll in the course 4. Pay online","555 Community College Dr, Houston, TX 77013","Construction"
"Welder","","","","29.397378600000000","-95.240558700000000","Alvin","TX","3110 Mustang Rd Room H103","77513","","","","","","","","3110 Mustang Rd Room H103, Alvin, TX 77513","Construction"
"Certified Nurse Assistant","","","","29.397378600000000","-95.240558700000000","Alvin","TX","3110 Mustang Rd Room H103","77511","","","","","","","","3110 Mustang Rd Room H103, Alvin, TX 77511","Education and Health Services"
"Nurse Aide","4-12 weeks","$1001-$5000","Yes","30.050025500000000","-95.184477399999990","Kingwood","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, Kingwood, TX ","Education and Health Services"
"Google IT Support","3-6 months","$1001-$5000","Yes","30.050025500000000","-95.184477399999990","Kingwood","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, Kingwood, TX ","Information Technology"
"Medical Billing & Coding","4-12 weeks","$1001-$5000","Yes","30.050025500000000","-95.184477399999990","Kingwood","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, Kingwood, TX ","Education and Health Services"
"Occupational Therapy","4-12 weeks","$1001-$5000","Yes","30.050025500000000","-95.184477399999990","Kingwood","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, Kingwood, TX ","Education and Health Services"
"Apple Coding","3-6 months","$1001-$5000","Yes","30.050025500000000","-95.184477399999990","Kingwood","TX","Training locations vary","","17","Yes","","","","1/11/2022, 6:00 PM","1. Complete application online","Training locations vary, Kingwood, TX ","Information Technology"
"Millwright Apprenticeship","","","","29.664189900000000","-95.156809799999990","Pasadena","TX","5500 Spencer Hwy","77505","","","","","","","","5500 Spencer Hwy, Pasadena, TX 77505","Manufacturing"
"Carpentry Apprenticeship","","","","29.664189900000000","-95.156809799999990","Pasadena","TX","5500 Spencer Hwy","77505","","","","","","","","5500 Spencer Hwy, Pasadena, TX 77505","Construction"
"Apprenticeship Readiness Program","1-3 weeks","$0, free","No","29.699663300000000","-95.135958699999990","Deer Park","TX","1301 W. 13th St","77536","18","Yes","","","No violent felonies or any crime involving a child","1/12/2022, 6:00 PM","1. Gather necessary documents and apply 2. Complete interview 3. Attend orientation","1301 W. 13th St, Deer Park, TX 77536","Construction"
"Automotive ASEP","2 years","$5001+","Yes","29.660352800000000","-95.115929400000000","Pasadena","TX","8060 Spencer Hwy.","77505","17","Yes","","","Readiness test: TSI.","10/12/2021, 7:00 PM","1. Applicants must first meet admissions requirements for San Jac 2. Applicants are required to meet with the department coordinator or Department Chair before registering for automotive classes.","8060 Spencer Hwy., Pasadena, TX 77505","Trade, Transportation & Utilities"
"Automotive ASSET","2 years","$5001+","Yes","29.660352800000000","-95.115929400000000","Pasadena","TX","8060 Spencer Hwy.","77505","17","Yes","","","Readiness test: TSI.","10/12/2021, 7:00 PM","1. Applicants must first meet admissions requirements for San Jac 2. Applicants are required to meet with the department coordinator or Department Chair before registering for automotive classes.","8060 Spencer Hwy., Pasadena, TX 77505","Trade, Transportation & Utilities"
"Automotive CAP","2 years","$5001+","Yes","29.660352800000000","-95.115929400000000","Pasadena","TX","8060 Spencer Hwy.","77505","17","Yes","","","Readiness test: TSI.","10/12/2021, 7:00 PM","1. Applicants must first meet admissions requirements for San Jac 2. Applicants are required to meet with the department coordinator or Department Chair before registering for automotive classes.","8060 Spencer Hwy., Pasadena, TX 77505","Trade, Transportation & Utilities"
"Automotive FAST","2 years","$5001+","Yes","29.660352800000000","-95.115929400000000","Pasadena","TX","8060 Spencer Hwy.","77505","17","Yes","","","Readiness test: TSI.","10/12/2021, 7:00 PM","1. Applicants must first meet admissions requirements for San Jac 2. Applicants are required to meet with the department coordinator or Department Chair before registering for automotive classes.","8060 Spencer Hwy., Pasadena, TX 77505","Trade, Transportation & Utilities"
"Automotive PACT","2 years","$5001+","Yes","29.660352800000000","-95.115929400000000","Pasadena","TX","8060 Spencer Hwy.","77505","17","Yes","","","Readiness test: TSI.","10/12/2021, 7:00 PM","1. Applicants must first meet admissions requirements for San Jac 2. Applicants are required to meet with the department coordinator or Department Chair before registering for automotive classes.","8060 Spencer Hwy., Pasadena, TX 77505","Trade, Transportation & Utilities"
"Automotive T-Ten","2 years","$5001+","Yes","29.660352800000000","-95.115929400000000","Pasadena","TX","8060 Spencer Hwy.","77505","17","Yes","","","Readiness Test: TSI
- 7 reading
- 7 writing 
- 9 math","10/12/2021, 7:00 PM","1. Applicants must first meet admissions requirements for San Jac 2. Applicants are required to meet with the department coordinator or Department Chair before registering for automotive classes.","8060 Spencer Hwy., Pasadena, TX 77505","Trade, Transportation & Utilities"
"Machinist Manual","3-6 months","$1001-$5000","Yes","29.395706900000000","-94.999558299999990","Texas City","TX","1200 N Amburn Rd","77591","18","Yes","","","","1/11/2022, 6:00 PM","1. New students must register in person with COM?s Continuing Education Office located in the Technical Vocational Building #5, Suite 1475. (Returning students may register by calling the CE Office 409-933-8586, inperson, or online)","1200 N Amburn Rd, Texas City, TX 77591","Manufacturing"
"Electrical","3-6 months","$1001-$5000","Yes","29.395706900000000","-94.999558299999990","Texas City","TX","1200 N Amburn Rd","77591","18","Yes","99","","","10/12/2021, 7:00 PM","1. New students must register in person with COM?s Continuing Education Office located in the Technical Vocational Building #5, Suite 1475. (Returning students may register by calling the CE Office 409-933-8586, inperson, or online)","1200 N Amburn Rd, Texas City, TX 77591","Construction"
